id,smiles,exact_mass,type,C3,C6,C20,C26,C28,Other
Floratheasaponin I,OC[C@H]1O[C@@H](O[C@H]2[C@H](O[C@H]3CC[C@@]4(C)[C@@]([H])(CC[C@]5(C)[C@]4([H])CC=C4[C@]6([H])CC(C)(C)[C@@H](OC(=O)C(\C)=C/C)[C@H](O)[C@]6(COC(C)=O)[C@H](O)C[C@@]54C)C3(C)C)O[C@H](C(O)=O)[C@@H](O)[C@@H]2O[C@@H]2OC[C@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O,1230.603333,OL,4,,,,,
Yayoisaponin B,CC1C2C(CC3C4CC(O)C5CC(OC6OC(CO)C(OC7OC(CO)C(O)C(OC8OCC(O)C(O)C8O)C7OC7OC(CO)C(O)C(OC8OC(CO)C(O)C(O)C8O)C7O)C(O)C6O)C(=O)CC5(C)C4CCC23C)OC11CCC(C)CO1,1226.556777,SS,5,,,,,
Fevicordin B 2-gentiobioside,CC(=O)OC(C)(C)CCC(=O)C(C)(O)C1C(O)CC2(C)C3CCC4=C(C)C(O)=C(OC5OC(COC6OC(CO)C(O)C(O)C6O)C(O)C(O)C5O)C=C4C3(C)C(=O)CC12C,868.4092652080001,Other,2,,,,,
Stipuleanoside R2,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(OC7OC(CO)C(O)C7O)C(OC7OC(CO)C(O)C(O)C7O)C6O)C(O)=O)C(C)(C)C5CCC34C)C2C1)C(=O)OC1OC(CO)C(O)C(O)C1O,1088.5403389480002,OA,3,,,,1,
PR308978,OCC9OC(OC6CC5=CCC4C(CCC3(C)(C4(CC2OC1(OC(O)C(C)CC1)C(C)C23)))C5(C)CC6)C(OC7OC(C)C(O)C(O)C7(O))C(O)C9(OC8OC(C)C(O)C(O)C8(O)),884.4769508440002,SS,3,,,,,
Graecunin G,CC1C2C(CC3C4CC=C5CC(CCC5(C)C4CCC23C)OC2OC(COC3OC(C)C(O)C(O)C3OC3OC(CO)C(O)C(O)C3O)C(O)C(O)C2O)OC11CCC(C)CO1,884.4769508,SS,3,,,,,
Pitheduloside K,CC1(C)CCC2(C(O)CC3(C)C(=CCC4C5(C)CCC(OC6OC(COC7OCC(O)C(O)C7OC7OCC(O)C(O)C7O)C(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(C)C5CCC34C)C2C1)C(O)=O,1060.5454243280003,OA,4,,,,,
Licoricesaponin E2,CC12CC(OC1=O)C1(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(OC6OC(C(O)C(O)C6OC6OC(C(O)C(O)C6O)C(O)=O)C(O)=O)C(C)(C)C5CCC34C)C1C2,820.3881358399999,OA,2,,,,,
PR308988,OCC9OC(OCC(C)CCC7(O)(OC6CC5C8CC=C4CC(O)CC(OC3OCC(O)C(OC1OCC(O)C(O)C1(O))C3(OC2OC(C)C(O)C(O)C2(O)))C4(C)C8(CCC5(C)C6C7(C))))C(O)C(O)C9(O),1020.5141242000002,SS,,,,1,,C1:3
Acutoside C,CC1OC(OC2C(O)C(O)COC2OC(=O)C23CCC4(C)C(=CCC5C6(C)CCC(OC7OC(CO)C(O)C(O)C7OC7OC(CO)C(O)C(O)C7O)C(C)(C)C6CCC45C)C2CC(C)(C)C(O)C3)C(O)C(O)C1OC1OCC(O)C(O)C1O,1206.6033331279998,OA,2,,,,3,
Chakasaponin II,OC[C@H]1O[C@H](O[C@H]2C(O[C@H]3CC[C@@]4(C)[C@@]([H])(CC[C@]5(C)[C@]4([H])CC=C4[C@]6([H])CC(C)(C)[C@@H](OC(=O)C(\C)=C\C)[C@H](OC(=O)C(\C)=C\C)[C@]6(CO)[C@H](O)[C@H](O)[C@@]54C)C3(C)C)O[C@H](C(O)=O)[C@@H](O)[C@@H]2O[C@@H]2OC[C@H](O)[C@H](O)[C@H]2O[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O,1272.6138978119998,OL,4,,,,,
Melongoside P,CC(CCC1(O)OC2CC3C4CCC5CC(CCC5(C)C4CCC3(C)C2C1C)OC1OC(CO)C(O)C(OC2OC(C)C(O)C(O)C2O)C1OC1OC(CO)C(O)C(O)C1O)COC1OC(CO)C(O)C(O)C1O,1066.5559890120005,SS,3,,,1,,
Quillaic acid 3-[galactosyl-(1-&gt;2)-[rhamnosyl-(1-&gt;3)]-glucuronide] 28-[xylosyl-(1-&gt;4)-rhamnosyl-(1-&gt;2)-[rhamnosyl-(1-&gt;3)]-4acetyl-fucosyl] ester,CC1OC(OC2C(O)C(OC(OC3CCC4(C)C(CCC5(C)C4CC=C4C6CC(C)(C)CCC6(C(O)CC54C)C(=O)OC4OC(C)C(OC(C)=O)C(OC5OC(C)C(O)C(O)C5O)C4OC4OC(C)C(OC5OCC(O)C(O)C5O)C(O)C4O)C3(C)C=O)C2OC2OC(CO)C(O)C(O)C2O)C(O)=O)C(O)C(O)C1O,1582.7038945879992,OA,3,,,,4,
Vinaginsenoside R24,C\C(CO)=C/CCC(C)(OC1OC(CO)C(O)C(O)C1O)C1CCC2(C)C1C(O)CC1C3(C)CCC(OC4OC(CO)C(O)C(O)C4OC4OC(CO)C(O)C(O)C4O)C(C)(C)C3CCC21C,962.5450304040002,PPD,2,,1,,,
Centellasaponin C,CC1CCC2(CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(C)C5C(O)CC34C)C2C1C)C(=O)OC1OC(COC2OC(CO)C(OC3OC(C)C(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O,958.5137302760004,OA,,,,,3,
Momordicoside E,CC(C=O)C1CCC2(C)C3CC=C4C(CCC(OC5OC(COC6OC(CO)C(O)C(O)C6O)C(O)C(O)C5O)C4(C)C)C3(C)CCC12C,696.4084773599998,Other,2,,,,,
"(15a,20R)-Dihydroxypregn-4-en-3-one 20-[glucosyl-(1-&gt;4)-6-acetyl-glucoside]",CC(OC1OC(COC(C)=O)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O)C1CC(O)C2C3CCC4=CC(=O)CCC4(C)C3CCC12C,698.3513564079999,Other,,,,,,C16:2
"20,24-Epoxy-25,26-dihydroxydammaran-3-one",CC(O)(CO)C1CCC(C)(O1)C1CCC2(C)C1CCC1C3(C)CCC(=O)C(C)(C)C3CCC21C,474.37091007999993,PPD,,,,,,
Melongoside O,CC(CCC1(O)OC2CC3C4CC=C5CC(CCC5(C)C4CCC3(C)C2C1C)OC1OC(CO)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1O)COC1OC(CO)C(O)C(O)C1O,918.4824301480002,SS,2,,,1,,
Betavulgaroside VI,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(O)C(OC(OCC(O)=O)C(O)C(O)=O)C6O)C(O)=O)C(C)(CO)C5CCC34C)C2C1)C(=O)OC1OC(CO)C(O)C(O)C1O,972.4566093,OA,1,,,,1,
Melongoside F,CC1C2C(CC3C4CC=C5CC(CCC5(C)C4CCC23C)OC2OC(CO)C(O)C(O)C2OC2OC(CO)C(O)C(O)C2O)OC11CCC(C)CO1,738.419042,SS,2,,,,,
Cyclopassifloside VII,CC(C)C(O)(CO)CCC(C)(O)C1C(O)CC2(C)C3CCC4C5(CC35CCC12C)C(O)CC(O)C4(C)C(=O)OC1OC(CO)C(O)C(O)C1O,714.4190420440001,Other,,,,,,C4:1
Deltonin,CC1C2C(CC3C4CC=C5CC(CCC5(C)C4CCC23C)OC2OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2OC2OC(C)C(O)C(O)C2O)OC11CCC(C)CO1,884.4769508,SS,3,,,,,
Lablaboside D,CC1OC(OC2C(O)C(O)C(CO)OC2OC2C(O)C(O)C(OC2OC2CCC3(C)C(CCC4(C)C3CC=C3C5CC(C)(C)CCC5(CCC43C)C(=O)OC3OC(COC(=O)CC(C)(O)CC(O)=O)C(O)C(O)C3O)C2(C)CO)C(O)=O)C(O)C(O)C1O,1262.593162,OA,3,,,,1,
RIKENPlaSMA008340,CC1OC(OC2C(O)C(O)C(CO)OC2OC2C(O)C(O)C(OC2OC2CCC3(C)C(CCC4(C)C3CC=C3C5CC(C)(C)CC(O)C5(C)CCC43C)C2(C)CO)C(O)=O)C(O)C(O)C1O,942.5188156560002,OL,3,,,,,
Acutoside G,CC1OC(OC2C(O)C(O)COC2OC(=O)C23CCC(C)(C)CC2C2=CCC4C5(C)CCC(OC6OC(CO)C(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(C)C5CCC4(C)C2(C)CC3)C(O)C(OC2OCC(O)C(O)C2O)C1OC1OCC(O)C(OC2OCC(O)C(O)C2O)C1O,1454.6929359799992,OA,2,,,,5,
Saponins,[H]\C(C)=C(/C)C(=O)O[C@@]1([H])[C@]([H])(OC(C)=O)[C@]2(CO)[C@]([H])(O)C[C@]3(C)C(=CCC4([H])[C@@]5(C)CC[C@]([H])(O[C@]6([H])O[C@]([H])(C(O)=O)[C@@]([H])(O[C@]7([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]7([H])O)[C@]([H])(O)[C@@]6([H])O[C@]6([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]6([H])O)[C@](C)(CO)C5([H])CC[C@@]34C)C2([H])CC1(C)C,1130.5509036320002,OL,3,,,,,
Basellasaponin C,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C7OC(O)(C(OCC(O)=O)OC7C6O)C(O)=O)C(O)=O)C(C)(C5CCC34C)C(O)=O)C2C1)C(=O)OC1OC(CO)C(O)C(O)C1O,984.4202238,OA,1,,,,1,
RIKENPlaSMA005444,CC1CCC2(C(=O)OC3OC(COC4OC(CO)C(OC5OC(C)C(O)C(O)C5O)C(O)C4O)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(CO)C5C(O)CC43C)C2C1C,974.5086449,OA,3,,,,,
Licoricesaponin C2,CC1(C)[C@H](CC[C@@]2(C)C1CC[C@]1(C)C2C=CC2=C3C[C@](C)(CC[C@]3(C)CC[C@@]12C)C(O)=O)O[C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)C(O)=O)C(O)=O,806.4088712840002,OA,2,,,,,
"Cholestane-3,7,12,25-tetrol-3-glucuronide",[H][C@@]1(CCC2C3C(O)CC4CC(CC[C@]4(C)C3C[C@@H](O)[C@]12C)O[C@@H]1O[C@@H]([C@@H](O)[C@@H](O)[C@H]1O)C(O)=O)[C@H](C)CCCC(C)(C)O,612.3873479919998,Other,1,,,,,
Soyasapogenol B 3-O-b-D-glucuronide,CC1(C)CC(O)C2(C)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(O)C(O)C6O)C(O)=O)C(C)(CO)C5CCC34C)C2C1,634.4080834359999,OL,1,,,,,
Asterlingulatoside D,CC1OC(OC2C(O)C(O)COC2OC(=O)C23CCC(C)(C)CC2C2=CCC4C5(C)CCC(OC6OC(CO)C(O)C(O)C6O)C(C)(C)C5CCC4(C)C2(C)CC3O)C(O)C(O)C1OC1OCC(O)C(OC2OCC(O)C(O)C2O)C1O,1176.592768,OA,1,,,,4,
TY000113,C(C)(C([H])94)(CCC(C98C)([H])C(C(CC8)OC(O6)(C(O)C(O)C(C6COC(O7)C(C(C(C7CO)O)O)O)OC(C(O)5)(OC(C)C(O)C5O)[H])[H])(C)C)C(C2)(C(C=C4)(C3([H])1)OCC(CCC(C)(C)C3)1C(O)2)C,926.523901,OL,3,,,,,
PR308980,OCC9OC(OC6CC5=CCC4C(CC(O)C3(C)(C4(CC2OC1(OC(O)C(C)CC1)C(C)C23)))C5(C)CC6)C(OC7OC(C)C(O)C(O)C7(O))C(O)C9(OC8OC(C)C(O)C(O)C8(O)),900.4718654640002,SS,3,,,,,
Medicoside L,CC1OC(OC2C(O)C(CO)OC(OC3C(O)C(O)C(CO)OC3OC3C(O)CC4(C)C(CCC5(C)C4CC=C4C6CC(C)(C)CCC6(CCC54C)C(=O)OC4OC(CO)C(O)C(O)C4O)C3(C)C(O)=O)C2OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,1296.5986416719998,OA,4,,,,1,
Meproscillarin,COC1C(C)OC(OC2CCC3(C)C4CCC5(C)C(CCC5(O)C4CCC3=C2)C2=COC(=O)C=C2)C(O)C1O,544.3036183679999,Other,1,,,,,
Capsicoside C3,CC1C2C(CC3C4CC=C5CC(CCC5(C)C4CCC23C)OC2OC(CO)C(OC3OC(CO)C(O)C(OC4OCC(O)C(O)C4O)C3O)C(O)C2O)OC11CCC(C)CO1,870.4613007800001,SS,3,,,,,
PR308968,OCC6OC(OCC(C)CCC4(O)(OC3CC2C5CC=C1CC(O)CCC1(C)C5(CCC2(C)C3C4(C))))C(O)C(O)C6(O),594.3767833080001,SS,,,,1,,
HMDB0036277,CC1OC(OC2C(OC(C)=O)C(C)OC(OC(=O)C34CCC(C)(C)CC3C3=CCC5C6(C)CCC(OC7OC(C(O)C(OC8OCC(O)C(O)C8O)C7OC7OC(CO)C(O)C(O)C7O)C(O)=O)C(C)(C=O)C6CCC5(C)C3(C)CC4O)C2OC2OC(C)C(OC3OCC(O)C(OC4OCC(O)(CO)C4O)C3O)C(O)C2O)C(O)C(O)C1O,1700.7305032599988,OA,3,,,,5,
CCMSLIB00012422208,COC(=O)C1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CC(O)C(OC6OCC(O)C(O)C6O)C(C)(CO)C5CCC43C)C2C1,664.3822626119999,OA,1,,,,,
Assamsaponin E,C\C=C(\C)C(=O)OC1C(O)C2(COC(C)=O)C(O)CC3(C)C(=CCC4C5(C)CCC(OC6OC(C(O)C(OC7OCC(O)C(O)C7OC7OCC(O)C(O)C7O)C6OC6OC(CO)C(O)C(O)C6O)C(O)=O)C(C)(C)C5CCC34C)C2CC1(C)C,1216.5876830640004,OL,4,,,,,
Torvoside B,COC1(CCC(C)COC2OC(CO)C(O)C(O)C2O)OC2CC3C4CC(OC5OC(C)C(O)C(OC6OCC(O)C(O)C6O)C5O)C5CC(O)CCC5(C)C4CCC3(C)C2C1C,904.5031656,SS,,2,,1,,
Quillaic acid 3-[galactosyl-(1-&gt;2)-[rhamnosyl-(1-&gt;3)]-glucuronide] 28-[glucosyl-(1-&gt;3)-[glucosyl-(1-&gt;3)-[xylosyl-(1-&gt;4)]-rhamnosyl-(1-&gt;2)]-4-acetyl-fucosyl] ester,CC1OC(OC2C(O)C(OC(OC3CCC4(C)C(CCC5(C)C4CC=C4C6CC(C)(C)CCC6(C(O)CC54C)C(=O)OC4OC(C)C(OC(C)=O)C(OC5OC(CO)C(O)C(O)C5O)C4OC4OC(C)C(OC5OCC(O)C(O)C5O)C(OC5OC(CO)C(O)C(O)C5O)C4O)C3(C)C=O)C2OC2OC(CO)C(O)C(O)C2O)C(O)=O)C(O)C(O)C1O,1760.7516326279988,OA,3,,,,5,
28-Glucosyl-19(29)-dehydroursolic acid 3-arabinoside,CC1CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OCC(O)C(O)C6O)C(C)(C)C5CCC34C)C2C1=C)C(=O)OC1OC(CO)C(O)C(O)C1O,748.4397774880001,OA,1,,,,1,
CCMSLIB00012313775,CC1(C)CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1,956.4980802,OA,2,,,,1,
Cynarasaponin C,CC1CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(O)C(O)C6O)C(O)=O)C(C)(C)C5CCC34C)C2C1C)C(=O)OC1OC(CO)C(O)C(O)C1O,794.4452567920001,OA,1,,,,1,
Quillaic acid 3-[galactosyl-(1-&gt;2)-[rhamnosyl-(1-&gt;3)]-glucuronide] 28-[apiosyl-(1-&gt;3)-xylosyl-(1-&gt;4)-[glucosyl-(1-&gt;3)]-rhamnosyl-(1-&gt;2)-[rhamnosyl-(1-&gt;3)]-4-acetyl-fucosyl] ester,CC1OC(OC2C(O)C(OC(OC3CCC4(C)C(CCC5(C)C4CC=C4C6CC(C)(C)CCC6(C(O)CC54C)C(=O)OC4OC(C)C(OC(C)=O)C(OC5OC(C)C(O)C(O)C5O)C4OC4OC(C)C(OC5OCC(O)C(OC6OCC(O)(CO)C6O)C5O)C(OC5OC(CO)C(O)C(O)C5O)C4O)C3(C)C=O)C2OC2OC(CO)C(O)C(O)C2O)C(O)=O)C(O)C(O)C1O,1876.7989767439983,OA,3,,,,6,
Tuberoside E,CC1C2C(CC3C4CCC5CC(OC6OC(CO)C(OC7OC(C)C(O)C(O)C7O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(O)CC5(C)C4CCC23C)OC11CCC(C)CO1,902.4875155,SS,3,,,,,
Lucyoside N,CC1(C)CC2C3=CCC4C5(C)CCC(OC6OC(CO)C(O)C(O)C6O)C(C)(CO)C5CCC4(C)C3(C)CCC2(CC1O)C(O)=O,650.4029981,OA,1,,,,,
Isonuatigenin 3-[rhamnosyl-(1-&gt;2)-glucoside],CC1C2C(CC3C4CC=C5CC(CCC5(C)C4CCC23C)OC2OC(CO)C(O)C(O)C2OC2OC(C)C(O)C(O)C2O)OC11CCC(C)(O)CO1,738.419042,SS,2,,,,,
Majonoside R2,CC(C)(O)C1CCC(C)(O1)C1CCC2(C)C1C(O)CC1C3(C)CCC(O)C(C)(C)C3C(CC21C)OC1OC(CO)C(O)C(O)C1OC1OCC(O)C(O)C1O,786.4765569200001,PPT,,2,,,,
Balanitesin,CC(CCC1(O)OC2CC3C4CC=C5CC(CCC5(C)C4CCC3(C)C2C1C)OC1OCC(O)C(O)C1OC1OCC(OC2OC(C)C(O)C(O)C2OC2OC(C)C(O)C(O)C2O)C(O)C1OC1OCC(O)C(O)C1O)COC1OC(CO)C(O)C(O)C1O,1282.619377,SS,5,,,1,,
28-[Glucosyl-(1-&gt;6)-glucosyl]oleanolic acid 3-[glucosyl-(1-&gt;3)-[arabinosyl-(1-&gt;4)]-glucuronide],CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(OC7OCC(O)C(O)C7O)C(OC7OC(CO)C(O)C(O)C7O)C6O)C(O)=O)C(C)(C)C5CCC34C)C2C1)C(=O)OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,1250.5931623679996,OA,3,,,,2,
Acetylsoyasaponin A1,CC(=O)OCC1OC(OC2C(O)COC(OC3C(O)C(C)(C)CC4C5=CCC6C7(C)CCC(OC8OC(C(O)C(O)C8OC8OC(CO)C(O)C(O)C8OC8OC(CO)C(O)C(O)C8O)C(O)=O)C(C)(CO)C7CCC6(C)C5(C)CCC34C)C2O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,1436.645986,OL,3,,,,,C22:2
Chinenoside V,CC(COC1OC(CO)C(O)C(O)C1O)CC(CO)C1=C(C)C2C(CC3C4CC(=O)C5CC(CCC5(C)C4CCC23C)OC2OC(COC3OCC(O)C(O)C3O)C(O)C(O)C2O)O1,916.4667800840004,SS,2,,,1,,
PR308914,O=C(O)C7(C)(C(OC2OC(CO)C(OC1OC(CO)C(O)C(O)C1(O))C(O)C2(O))C(O)CC6(C)(C7(CCC4(C)(C6(CC=C3C5CC(C)(C)CCC5(C(=O)O)(CCC34(C))))))),826.435086,OA,2,,,,,
Matesaponin 4,CC1CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OCC(O)C(OC7OC(CO)C(O)C(O)C7O)C6OC6OC(C)C(O)C(O)C6O)C(C)(C)C5CCC34C)C2C1C)C(=O)OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,1220.618983,OA,3,,,,2,
Chinenoside III,CC(CCC1=C(C)C2C(CC3C4CC(=O)C5CC(CCC5(C)C4CCC23C)OC2OC(COC3OCC(O)C(O)C3O)C(O)C(O)C2O)O1)COC1OC(CO)C(O)C(O)C1O,886.4562154000002,SS,2,,,1,,
Hemsloside Ma 2,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(O)C(OC7OCC(O)C(O)C7O)C6OC6OCC(O)C(O)C6O)C(O)=O)C(C)(C)C5CCC34C)C2C1)C(=O)OC1OC(CO)C(O)C(O)C1O,1058.5297742640005,OA,3,,,,1,
Cholesterol glucuronide,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC=C4CC(CC[C@]4(C)[C@@]3([H])CC[C@]12C)O[C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)C(O)=O)[C@H](C)CCCC(C)C,562.3869540679999,Other,1,,,,,
PR308917,O=C(O)C8OC(OC2CCC3(C)(C4CC=C1C5CC(C)(C)CC(=O)C5(C)(CCC1(C)C4(C)(CCC3(C2(C)(CO))))))C(OC7OCC(O)C(O)C7(OC6OC(C)C(O)C(O)C6(O)))C(O)C8(O),910.4926009080004,OL,3,,,,,
Vinaginsenoside R13,CC(C)(O)C(O)CCC(C)(OC1OC(CO)C(O)C(O)C1O)C1CCC2(C)C1C(O)CC1C3(C)CCC(OC4OC(CO)C(O)C(O)C4OC4OC(CO)C(O)C(O)C4O)C(C)(C)C3CCC21C,980.5555951,PPD,2,,1,,,
Centellasaponin B,CC1CCC2(CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(CO)C5C(O)CC34C)C2C1C)C(=O)OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,828.4507360960001,OA,,,,,2,
Alliospiroside B,CC1C2C(CC3C4CC=C5CC(O)CC(OC6OC(CO)C(O)C(O)C6OC6OC(C)C(O)C(O)C6O)C5(C)C4CCC23C)OC11CCC(C)CO1,738.4190420439999,SS,,,,,,C1:2
Tragopogonsaponin K,CC1(C)CCC2(C(O)CC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC34C)C2C1)C(=O)OC1OCC(O)C(OC2OC(CO)C(O)C(O)C2O)C1OC(=O)\C=C\C1=CC=C(O)C=C1,912.4871216,OA,,,,,2,
Melilotin,CC1OC(OC2C(CO)OC(OC3CC4(C)C(CCC5(C)C4CC=C4C6CC(C)(C)CCC6(CO)CCC54C)C(C)(C)C3OC3OC(CO)C(OC4OC(C)C(O)C(O)C4O)C(O)C3O)C(O)C2O)C(O)C(O)C1O,1074.5974599000003,OL,2,,,,,C2:2
PR308906,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(C5CCC34C)C(=O)OC3OC(COC(=O)CC(O)=O)C(O)C(O)C3O)C2C1)C(O)=O,750.3826565360001,OA,,,,,,C4:1
Glucosyl passiflorate,CC(C)C1(O)CC(OC1O)C(C)C1CCC2(C)C3CCC4C5(CC35CCC12C)C(O)CC(O)C4(C)C(=O)OC1OC(CO)C(O)C(O)C1O,696.4084773599999,Other,,,,,,C4:1
Centellasaponin A,CC1OC(OC2C(O)C(O)C(OCC3OC(OC(=O)C45CCC(C)(C)CC4=C4CCC6C7(C)CC(O)C(O)C(C)(CO)C7CCC6(C)C4(C)CC5)C(O)C(O)C3O)OC2CO)C(O)C(O)C1O,958.5137302760004,OA,,,,,3,
Tragopogonsaponin F,CC1(C)CCC2(C(O)CC3(C)C(=CCC4C5(C)CCC(OC6OC(C(O)C(O)C6O)C(O)=O)C(C)(C)C5CCC34C)C2C1)C(=O)OC1OCC(O)C(OC2OC(CO)C(O)C(O)C2O)C1OC(=O)\C=C\C1=CC=C(O)C=C1,1088.5192095800005,OA,1,,,,2,
Tragopogonsaponin N,CC1(C)CCC2(C(O)CC3(C)C(=CCC4C5(C)CCC(OC6OC(C(O)C(O)C6O)C(O)=O)C(C)(C)C5CCC34C)C2C1)C(=O)OC1OCC(O)C(OC2OC(CO)C(O)C(O)C2O)C1OC(=O)\C=C\C1=CC=C(OC2OC(CO)C(O)C(O)C2O)C=C1,1250.572033,OA,1,,,,3,
Schottenol 3-glucoside,CCC(CCC(C)C1CCC2C3=CCC4CC(CCC4(C)C3CCC12C)OC1OC(CO)C(O)C(O)C1O)C(C)C,576.4389896399998,Other,1,,,,,
Assamsaponin A,C\C=C(\C)C(=O)OC1CC(C)(C)CC2C3=CCC4C5(C)CCC(OC6OC(C(O)C(OC7OCC(O)C(O)C7OC7OCC(O)C(O)C7O)C6OC6OC(CO)C(O)C(O)C6O)C(O)=O)C(C)(C=O)C5CCC4(C)C3(C)CC(O)C12CO,1172.561468,OL,4,,,,,
28-Glucopyranosyl-3-methyloleanolic acid,COC1CCC2(C)C(CCC3(C)C2CC=C2C4CC(C)(C)CCC4(CCC32C)C(=O)OC2OC(CO)C(O)C(O)C2O)C1(C)C,632.4288188799999,OA,,,,,1,
VF-NPL-QEHF020820,CC1(C)CCC2(C(=O)O)C(O)CC3(C)C(=CCC4C5(C)CCC(OC6OC(COC7OCC(O)C(O)C7OC7OCC(O)C(O)C7O)C(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1,1060.545424,OA,4,,,,,
Theasaponin F2,CC(=O)C1=C(O)C2=C(CC3=CC(O)=CC(O)=C3C2=O)C=C1\C=C(/O)CC(O)=O,384.0845175,error,,,,,,
Floratheasaponin B,OC[C@H]1O[C@@H](O[C@H]2[C@H](O[C@H]3CC[C@@]4(C)[C@@]([H])(CC[C@]5(C)[C@]4([H])CC=C4[C@]6([H])CC(C)(C)[C@@H](OC(=O)C(\C)=C/C)[C@H](OC(=O)C(\C)=C/C)[C@]6(CO)[C@H](O)[C@H](O)[C@@]54C)C3(C)C)O[C@H](C(O)=O)[C@@H](O)[C@@H]2O[C@@H]2OC[C@H](O)[C@H](O)[C@H]2O[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O,1272.6138978119998,OL,4,,,,,
beta-D-Glucopyranosyl(1_2)-beta-D-glucopyranosyl 3-O-{beta-D-glucopyranosyl(1_2)-[alpha-L-arabinopyranosyl(1_6)]-beta-D-glucopyranosyl}-oleanolate,[H][C@@]1(O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO[C@@H]3OC[C@H](O)[C@H](O)[C@H]3O)O[C@@]2([H])O[C@H]2CC[C@@]3(C)[C@@]([H])(CC[C@]4(C)[C@]3([H])CC=C3[C@@]5([H])CC(C)(C)CC[C@@]5(CC[C@@]43C)C(=O)O[C@@H]3O[C@H](CO[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H](O)[C@H](O)[C@H]3O)C2(C)C)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,1236.613898,OA,3,,,,2,
"1alpha,3beta,22R-Trihydroxyergosta-5,24E-dien-26-oic acid 3-O-b-D-glucoside 26-O-[b-D-glucosyl-(1-&gt;2)-b-D-glucosyl] ester",CC(C(O)C\C(C)=C(\C)C(=O)OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C1CCC2C3CC=C4CC(CC(O)C4(C)C3CCC12C)OC1OC(CO)C(O)C(O)C1O,946.4773448,Other,1,,2,,,
HMDB0037124,CC(CC(OC1OC(CO)C(O)C(O)C1O)C=C(C)C)C1CCC2(C)C3C=CC45OCC3(CCC12C)C4CCC(OC1OC(CO)C(O)C(O)C1O)C5(C)C,780.4659922360001,Other,1,,1,,,
