id,smiles,exact_mass,type,C3,C6,C20,C26,C28,Other
Bioside,C[C@H]1C2C(CC3C4CCC5C[C@@H](O[C@@H]6O[C@H](CO)[C@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)C[C@]5(C)C4C[C@H](O)[C@]23C)O[C@]11CCCCO1,758.4088712839999,SS,2,,,,,
Theasaponin H1,OC[C@H]1O[C@@H](O[C@H]2C(O[C@H]3CC[C@@]4(C)[C@@]([H])(CC[C@]5(C)[C@]4([H])CC=C4[C@]6([H])CC(C)(C)C[C@H](OC(=O)C(\C)=C/C)[C@]6(CO)[C@H](O)C[C@@]54C)[C@]3(C)C(=O)OC)O[C@H](C(=O)O)[C@@H](O)[C@@H]2O[C@@H]2OC[C@H](O)[C@H](O)C2O[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O,1202.572033,OL,4,,,,,C22:1
Araloside G,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OC(CO)C(OC7OC(CO)C(O)C(O)C7O)C(OC7OC(CO)C(O)C(O)C7O)C6O)C(C)(C)C5CCC34C)C2C1)C(=O)OC1OC(CO)C(O)C(O)C1O,1104.5716390760003,OA,3,,,,1,
Theasaponin A4,CCCCC\C=C/C\C=C/C=C/C=C/C[C@H]1O[C@@H]1CCC(O)=O,318.2194948,error,,,,,,
Quinoside D,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(O)C(OC7OCC(O)C(O)C7O)C6O)C(O)=O)C(C)(C)C5CCC34C)C2C1)C(=O)OC1OC(CO)C(O)C(O)C1O,926.4875155,OA,2,,,,1,
Dioscin,CC1C2C(CC3C4CC=C5CC(CCC5(C)C4CCC23C)OC2OC(CO)C(OC3OC(C)C(O)C(O)C3O)C(O)C2OC2OC(C)C(O)C(O)C2O)OC11CCC(C)CO1,868.4820362,SS,3,,,,,
Notoginsenoside G,CC(C)=CCCC(C)(OC1OC(CO)C(O)C(O)C1O)C1CCC2(C)C1C(O)CC1C3(C)CCC(OC4OC(CO)C(O)C(O)C4OC4OC(CO)C(O)C(O)C4O)C(C)(C)C3=CC(O)C21C,960.5293803400002,PPD,2,,1,,,
Quillaic acid 3-[galactosyl-(1-&gt;2)-[xylosyl-(1-&gt;3)]-glucuronide] 28-[6-acetyl-glucosyl-(1-&gt;3)-[xylosyl-(1-&gt;4)-rhamnosyl-(1-&gt;2)]-4-acetyl-fucosyl] ester,CC1OC(OC2C(OC(=O)C34CCC(C)(C)CC3C3=CCC5C6(C)CCC(OC7OC(C(O)C(OC8OCC(O)C(O)C8O)C7OC7OC(CO)C(O)C(O)C7O)C(O)=O)C(C)(C=O)C6CCC5(C)C3(C)CC4O)OC(C)C(OC(C)=O)C2OC2OC(COC(C)=O)C(O)C(O)C2O)C(O)C(O)C1OC1OCC(O)C(O)C1O,1626.6937238279988,OA,3,,,,4,
Theasaponin G1,OC[C@H]1O[C@@H](O[C@H]2C(O[C@H]3CC[C@@]4(C)[C@@]([H])(CC[C@]5(C)[C@]4([H])CC=C4[C@]6([H])CC(C)(C)C[C@H](O)[C@]6(COC(=O)C(\C)=C/C)[C@H](O)C[C@@]54C)[C@]3(C)C=O)O[C@H](C(=O)O)[C@@H](O)[C@@H]2O[C@@H]2OC[C@H](O)[C@H](O)C2O[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O,1172.5614683160002,OL,4,,,,,
Medicagenic acid 3-O-b-D-glucuronide,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CC(O)C(OC6OC(C(O)C(O)C6O)C(O)=O)C(C)(C5CCC34C)C(O)=O)C2C1)C(O)=O,678.3615272,OA,1,,,,,
Amaranthussaponin I,CC1OC(OC2C(O)C(OC3C(O)CC4(C)C(CCC5(C)C4CC=C4C6CC(C)(C)CCC6(CCC54C)C(=O)OC4OC(CO)C(O)C(O)C4O)C3(C)C)OC(C2O)C(O)=O)C(O)C(O)C1O,956.4980802120004,OA,2,,,,1,
Lablabsaponin I,CC1OC(OC2C(O)C(O)C(CO)OC2OC2C(O)C(O)C(OC2OC2CCC3(C)C(CCC4(C)C3CC=C3C5CC(C)(C)CC(OC6CC(=O)C(O)=C(C)O6)C5(CCC43C)C=O)C2(C)CO)C(O)=O)C(O)C(O)C1O,1082.5297742640005,OL,3,,,,,
Calenduloside G methyl ester,COC(=O)C1OC(OC2CCC3(C)C(CCC4(C)C3CC=C3C5CC(C)(C)CCC5(CCC43C)C(O)=O)C2(C)C)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1O,808.4609068560002,OA,2,,,,,
Tragopogonsaponin D,OC[C@H]1O[C@@H](OC2=CC=C(\C=C\C(=O)O[C@@H]3[C@@H](O)[C@@H](O)CO[C@H]3OC(=O)[C@]34CCC(C)(C)C[C@@]3([H])C3=CCC5[C@@]6(C)CC[C@H](O[C@@H]7O[C@H](C(O)=O)[C@@H](O)[C@H](O)[C@H]7O)C(C)(C)C6CC[C@@]5(C)[C@]3(C)C[C@H]4O)C=C2OC)[C@H](O)[C@@H](O)[C@@H]1O,1118.5297742640005,OA,1,,,,2,
Maslinic acid 3-O-b-D-glucoside,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CC(O)C(OC6OC(CO)C(O)C(O)C6O)C(C)(C)C5CCC34C)C2C1)C(O)=O,634.4080834,OA,1,,,,,
Chakasaponin I,OC[C@H]1O[C@@H](O[C@H]2C(O[C@H]3CC[C@@]4(C)[C@@]([H])(CC[C@]5(C)[C@]4([H])CC=C4[C@]6([H])CC(C)(C)[C@@H](OC(=O)C(\C)=C\C)[C@H](OC(C)=O)[C@]6(CO)[C@H](O)C[C@@]54C)C3(C)C)O[C@H](C(O)=O)[C@@H](O)[C@@H]2O[C@@H]2OC[C@H](O)[C@H](O)[C@H]2O[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O,1216.5876830640002,OL,4,,,,,
Quillaic acid 3-[galactosyl-(1-&gt;2)-[xylosyl-(1-&gt;3)]-glucuronide] 28-[xylosyl-(1-&gt;4)-rhamnosyl-(1-&gt;2)-[rhamnosyl-(1-&gt;3)]-4-acetyl-fucosyl] ester,CC1OC(OC2C(OC(C)=O)C(C)OC(OC(=O)C34CCC(C)(C)CC3C3=CCC5C6(C)CCC(OC7OC(C(O)C(OC8OCC(O)C(O)C8O)C7OC7OC(CO)C(O)C(O)C7O)C(O)=O)C(C)(C=O)C6CCC5(C)C3(C)CC4O)C2OC2OC(C)C(OC3OCC(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O,1568.6882445239992,OA,3,,,,4,
Schidigerasaponin D5,CC1C2C(CC3C4CCC5CC(CCC5(C)C4CCC23C)OC2OC(CO)C(O)C(O)C2OC2OC(CO)C(O)C(O)C2O)OC11CCC(C)CO1,740.4346921079999,SS,2,,,,,
Oleragenoside,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CC(O)C(OC6OC(C(O)C(O)C6O)C(O)=O)C(C)(C=O)C5CCC34C)C2C1)C(=O)OC1OC(CO)C(O)C(O)C1O,824.419436,OA,1,,,,1,
MSBNK-RIKEN-PR308898,CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CC(O)C(OC6OC(C(=O)O)C(O)C(O)C6O)C(C)(C(=O)O)C5CCC43C)C2C1,678.3615271679998,OA,1,,,,,
Quillaic acid 3-[galactosyl-(1-&gt;2)-[xylosyl-(1-&gt;3)]-glucuronide] 28-[glucosyl-(1-&gt;3)-[glucosyl-(1-&gt;3)-rhamnosyl-(1-&gt;2)]-4-acetyl-fucosyl] ester,CC1OC(OC2C(OC(=O)C34CCC(C)(C)CC3C3=CCC5C6(C)CCC(OC7OC(C(O)C(OC8OCC(O)C(O)C8O)C7OC7OC(CO)C(O)C(O)C7O)C(O)=O)C(C)(C=O)C6CCC5(C)C3(C)CC4O)OC(C)C(OC(C)=O)C2OC2OC(CO)C(O)C(O)C2O)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1O,1614.6937238279988,OA,3,,,,4,
Goyasaponin II,CC1OC(OC2C(O)C(C)OC(OC(=O)C34CCC(C)(C)CC3C3=CCC5C6(C)CCC(OC7OC(C(O)C(O)C7OC7OC(CO)C(O)C(O)C7O)C(O)=O)C(C)(C=O)C6CCC5(C)C3(C)CC4)C2OC2OC(C)C(OC3OCC(O)C(OC4OCC(O)C(O)C4O)C3O)C(O)C2O)C(O)C(O)C1O,1510.6827652199993,OA,2,,,,4,
Theasaponin,[H][C@@]12CC(C)(C)[C@@H](OC(=O)C(\C)=C/C)[C@H](OC(C)=O)[C@]1(CO)[C@H](O)C[C@]1(C)C2=CC[C@]2([H])[C@@]3(C)CC[C@H](O[C@@H]4O[C@@H]([C@@H](O)[C@H](O[C@@H]5O[C@H](CO)[C@H](O)[C@H](O)[C@H]5O)[C@H]4O[C@@H]4OC[C@H](O)[C@H](O)[C@H]4O[C@@H]4OC[C@@H](O)[C@H](O)[C@H]4O)C(O)=O)[C@@](C)(CO)[C@]3([H])CC[C@@]12C,1232.5825976840003,OL,4,,,,,
"(25S)-Spirostane-3b,5b,6a-triol 3-[4''-rhamnosylglucoside]",CC1C2C(CC3C4CC(O)C5(O)CC(CCC5(C)C4CCC23C)OC2OC(CO)C(OC3OC(C)C(O)C(O)C3O)C(O)C2O)OC11CCC(C)CO1,756.4296067,SS,2,,,,,
Quillaic acid 3-[galactosyl-(1-&gt;2)-glucuronide],CC1(C)CCC2(C(O)CC3(C)C(=CCC4C5(C)CCC(OC6OC(C(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(O)=O)C(C)(C=O)C5CCC34C)C2C1)C(O)=O,824.419436,OA,2,,,,,
Soyasaponin A1,[H][C@@]1(O[C@@H]2[C@H](O)C(C)(C)C[C@@]3([H])C4=CC[C@]5([H])[C@@]6(C)CC[C@H](O[C@]7([H])O[C@@H]([C@@H](O)[C@H](O)[C@H]7O[C@]7([H])O[C@H](CO)[C@H](O)[C@H](O)[C@H]7O[C@]7([H])O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)C(O)=O)[C@](C)(CO)[C@]6([H])CC[C@@]5(C)[C@]4(C)CC[C@@]23C)OC[C@H](O)[C@H](O[C@]2([H])O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]1O,1268.6037270519998,OL,3,,,,,C22:2
Vinaginsenoside R1,CC1OC(OC2C(O)C(O)C(COC(C)=O)OC2OC2CC3(C)C(CC(O)C4C(CCC34C)C3(C)CCC(O3)C(C)(C)O)C3(C)CCC(O)C(C)(C)C23)C(O)C(O)C1O,842.5027716680002,PPT,,2,,,,
Soyasaponin I,[H][C@@]1(O[C@@H]2[C@@H](O)[C@@H](O)[C@@H](CO)O[C@@]2([H])O[C@@H]2[C@@H](O)[C@H](O)[C@H](O[C@@]2([H])O[C@H]2CC[C@@]3(C)[C@@]([H])(CC[C@]4(C)[C@]3([H])CC=C3[C@]5([H])CC(C)(C)C[C@@H](O)[C@]5(C)CC[C@@]43C)[C@@]2(C)CO)C(O)=O)O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O,942.5188156560002,OL,3,,,,,
VF-NPL-QEHF020785,CC(C)=CCC=C(C)C1CCC2(C)C1C(O)CC1C3(C)CCC(O)C(C)(C)C3C(OC3OC(CO)C(O)C(O)C3OC3OC(C)C(O)C(O)C3O)CC12C,766.4867276800001,PPT,,2,,,,
Betavulgaroside I,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C7OC(O)(C(OCC(O)=O)OC7C6O)C(O)=O)C(O)=O)C(C)(C)C5CCC34C)C2C1)C(=O)OC1OC(CO)C(O)C(O)C1O,954.4460446,OA,1,,,,1,
Floratheasaponin H,OC[C@H]1O[C@@H](O[C@H]2[C@H](O[C@H]3CC[C@@]4(C)[C@@]([H])(CC[C@]5(C)[C@]4([H])CC=C4[C@]6([H])CC(C)(C)[C@@H](OC(=O)C(\C)=C/C)[C@H](OC(C)=O)[C@]6(CO)[C@H](OC(=O)C)C[C@@]54C)C3(C)C)O[C@H](C(O)=O)[C@@H](O)[C@@H]2O[C@@H]2OC[C@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O,1272.6138978119998,OL,4,,,,,
Acetylsoyasaponin A6,CC(=O)OC1COC(OC2C(O)COC(OC3C(O)C(C)(C)CC4C5=CCC6C7(C)CCC(OC8OC(C(O)C(O)C8OC8OCC(O)C(O)C8O)C(O)=O)C(C)(CO)C7CCC6(C)C5(C)CCC34C)C2O)C(OC(C)=O)C1OC(C)=O,1172.5614683160002,OL,2,,,,,C22:2
Stigmasteryl glucoside,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC=C4C[C@H](CC[C@]4(C)[C@@]3([H])CC[C@]12C)O[C@]1([H])O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H](C)\C=C\[C@@H](CC)C(C)C,574.4233396,Other,1,,,,,
Calenduloside H methyl ester,COC(=O)C1OC(OC2CCC3(C)C(CCC4(C)C3CC=C3C5CC(C)(C)CCC5(CCC43C)C(=O)OC3OC(CO)C(O)C(O)C3O)C2(C)C)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1O,970.5137302760004,OA,2,,,,1,
"(24R)-5b,8b-Epidioxyergosta-6,22E-dien-3b-ol 3-glucoside",CC(C)C(C)\C=C\C(C)C1CCC2C1(C)CCC1C3(C)CCC(CC33OOC21C=C3)OC1OC(CO)C(O)C(O)C1O,590.3818686879999,Other,1,,,,,
Chinenoside I,CC(CCC1(O)OC2CC3C4CC(=O)C5CC(CCC5(C)C4CCC3(C)C2C1C)OC1OC(COC2OCC(O)C(O)C2O)C(OC2OCC(O)C(O)C2O)C(O)C1O)COC1OC(CO)C(O)C(O)C1O,1036.5090388200003,SS,3,,,1,,
TR-Saponin A,COC(=O)C1(C)C(CCC2(C)C1CCC1(C)C2CC=C2C3CC(C)(C)C(OC(=O)C(\C)=C/C)C(OC(=O)C(\C)=C/C)C3(CO)C(O)C(O)C12C)OC1OC(C(O)C(OC2OCC(O)C(O)C2O)C1O)C(O)=O,1022.5086448960004,OA,2,,,,,
AzIII,CC1OC(OC2C(O)C(O)C(OC2OC2C(O)C(O)C(OC2OC2CCC3(C)C(CCC4(C)C3CC=C3C5CC(C)(C)CC(OC6CC(=O)C(O)=C(C)O6)C5(C)CCC43C)C2(C)CO)C(O)=O)C(O)=O)C(O)C(O)C1O,1082.5297742640005,OL,3,,,,,
Koryoginsenoside Rg2,CC(C)(O)C\C=C\C(C)(OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)C1CCC2(C)C1C(O)CC1C3(C)CCC(OC4OC(CO)C(O)C(O)C4OC4OC(CO)C(O)C(O)C4O)C(C)(C)C3CCC21C,1124.5978538240004,PPD,2,,2,,,
Agavasaponin D,CC1C2C(CC3C4CCC5CC(CCC5(C)C4CC(=O)C23C)OC2OC(CO)C(OC3OC(CO)C(OC4OC(CO)C(O)C(OC5OC(C)C(O)C(O)C5O)C4OC4OCC(O)C(O)C4O)C(O)C3O)C(O)C2O)OC11CCC(C)CO1,1194.5669476200003,SS,5,,,,,
Trigoneoside XIb,CC(CCC1(O)OC2CC3C4CCC5CC(OC6OC(CO)C(O)C(O)C6OC6OCC(O)C(O)C6O)C(O)CC5(C)C4CCC3(C)C2C1C)COC1OC(CO)C(O)C(O)C1O,906.4824301,SS,2,,,1,,
HMDB0031836,CC1C2C(CC3C4CCC5CC(CCC5(C)C4CCC23C)OC2OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C(OC3OC(CO)C(O)C(O)C3O)C2O)OC11CCC(C)CO1,902.4875155,SS,3,,,,,
Protodioscin,CC(CCC1(O)OC2CC3C4CC=C5CC(CCC5(C)C4CCC3(C)C2C1C)OC1OC(CO)C(OC2OC(C)C(O)C(O)C2O)C(O)C1OC1OC(C)C(O)C(O)C1O)COC1OC(CO)C(O)C(O)C1O,1048.5454243280003,SS,3,,,1,,
Quinoside A,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OC(CO)C(O)C(O)C6O)C(C)(COC6OC(CO)C(O)C(O)C6O)C5CCC34C)C2C1)C(=O)OC1OCC(O)C(OC2OC(CO)C(O)C(O)C2O)C1O,1090.5559890120005,OA,1,,,,2,C4:1
Acutoside B,CC1OC(OC2C(O)C(O)COC2OC(=O)C23CCC(C)(C)CC2C2=CCC4C5(C)CCC(OC6OC(CO)C(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(C)C5CCC4(C)C2(C)CC3)C(O)C(O)C1OC1OCC(O)C(O)C1O,1190.608419,OA,2,,,,3,
Medicoside J,CC1OC(OC2C(O)C(O)COC2OC(=O)C23CCC(C)(C)CC2C2=CCC4C5(C)CC(O)C(OC6OC(CO)C(O)C(O)C6O)C(C)(C5CCC4(C)C2(C)CC3)C(O)=O)C(O)C(O)C1OC1OCC(O)C(O)C1O,1074.5246888840002,OA,1,,,,3,
Soyasapogenol B 3-O-[a-L-rhamnosyl-(1-&gt;2)-[b-D-glucosyl-(1-&gt;3)]-b-D-galactosyl-(1-&gt;2)-b-D-glucuronide] 22-O-[b-D-glucosyl-(1-&gt;2)-a-L-arabinoside],CC1OC(OC2C(OC3C(O)C(O)C(OC3OC3CCC4(C)C(CCC5(C)C4CC=C4C6CC(C)(C)CC(OC7OCC(O)C(O)C7OC7OC(CO)C(O)C(O)C7O)C6(C)CCC54C)C3(C)CO)C(O)=O)OC(CO)C(O)C2OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,1398.6667212319996,OL,4,,,,,C22:2
Trigoneoside XIIb,CC(CCC1(O)OC2CC3C4CCC5=CC(CCC5(C)C4CCC3(C)C2C1C)OC1OC(CO)C(O)C(O)C1OC1OC(C)C(O)C(O)C1O)COC1OC(CO)C(O)C(O)C1O,902.4875155,SS,2,,,1,,
Saponin G,CC1OC(OC2(C)CC(OC34CC5(CO3)C(CCC3C6(C)CCC(OC7OC(CO)C(O)C(O)C7O)C(C)(C)C6CCC53C)C24)C=C(C)C)C(O)C(O)C1O,780.4659922359999,Other,1,,,1,,
Eleutheroside L,CC1OC(OC2COC(OC3CCC4(C)C(CCC5(C)C4CC=C4C6CC(C)(C)CCC6(CCC54C)C(=O)OC4OC(COC5OC(CO)C(OC6OC(C)C(O)C(O)C6O)C(O)C5O)C(O)C(O)C4O)C3(C)C)C(O)C2O)C(O)C(O)C1O,1204.6240685720002,OA,2,,,,3,
Sitoindoside I,CCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O,814.6686552,Other,1,,,,,
Arvensoside D,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OC(CO)C(O)C(OC7OC(CO)C(O)C(O)C7O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(C)C5CCC34C)C2C1)C(O)=O,942.5188157,OA,3,,,,,
Foetidissimoside B,CC1OC(OC2C(O)C(O)COC2OC(=O)C23CCC(C)(C)CC2C2=CCC4C5(C)CCC(OC6OC(C(O)C(O)C6O)C(O)=O)C(C)(C)C5CCC4(C)C2(C)CC3O)C(O)C(OC2OCC(O)C(OC3OC(CO)C(O)C(O)C3O)C2O)C1OC1OCC(O)C(O)C1O,1352.6248564199996,OA,1,,,,5,
Sitosterol beta-D-glucoside,CCC(CCC(C)C1CCC2C3CCC4CC(CCC4(C)C3CCC12C)OC1OC(CO)C(O)C(O)C1O)C(C)C,578.4546397039999,Other,1,,,,,
PM011420,OCC1OC(OC2C(O)C(O)C(OC2OC3CCC4(C)C5CC(O)C6C(CCC6(C)C5CCC4C3(C)C)C(OC7OC(COC8OCC(O)C(O)C8O)C(O)C(O)C7O)(C)CCC=C(C)CC)CO)C(O)C(O)C1O,1078.5923745200002,PPD,2,,2,,,
Capsicoside C2,CC1C2C(CC3C4CCC5CC(CCC5(C)C4CCC23C)OC2OC(CO)C(OC3OC(CO)C(O)C(OC4OCC(O)C(O)C4O)C3O)C(O)C2O)OC11CCC(C)CO1,872.4769508,SS,3,,,,,
Soyasaponin bg,CC1OC(OC2C(O)C(O)C(CO)OC2OC2C(O)C(O)C(OC2OC2CCC3(C)C(CCC4(C)C3CC=C3C5CC(C)(C)CC(OC6CC(=O)C(O)=C(C)O6)C5(C)CCC43C)C2(C)CO)C(O)=O)C(O)C(O)C1O,1068.5505097080004,OL,3,,,,,
PR308704,O=C(O)C8OC(OC2CCC3(C)(C4CC=C1C5CC(C)(C)CC(O)C5(C)(CCC1(C)C4(C)(CCC3(C2(C)(CO))))))C(OC7OC(CO)C(O)C(O)C7(OC6OC(CO)C(O)C(O)C6(O)))C(O)C8(O),958.5137302760004,OL,3,,,,,
Soyasaponin A2,CC1(C)CC2C3=CCC4C5(C)CCC(OC6OC(C(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(O)=O)C(C)(CO)C5CCC4(C)C3(C)CCC2(C)C(OC2OCC(O)C(OC3OC(CO)C(O)C(O)C3O)C2O)C1O,1106.550904,OL,2,,,,,C22:2
Balagyptin,CC(O)C1C(O)CC2C3CC=C4CC(CCC4(C)C3CCC12C)OC1OC(COC2OC(C)C(O)C(O)C2O)C(O)C(O)C1OC1OC(C)C(O)C(O)C1O,788.419436,Other,3,,,,,
Phytolaccasaponin B,COC(=O)C1(C)CCC2(CCC3(C)C(=CCC4C5(C)CC(O)C(OC6OCC(OC7OC(CO)C(O)C(O)C7O)C(O)C6O)C(C)(CO)C5CCC34C)C2C1)C(=O)OC1OC(CO)C(O)C(O)C1O,988.4879095,OA,2,,,,1,
RIKENPlaSMA008356,CC1(C)C(CCC2(C)C1CCC1(C)C2C(=O)C=C2C3CC(C)(CCC3(C)CCC12C)C(O)=O)OC1OC(C(O)C(O)C1OC1OC(C(O)C(O)C1O)C(O)=O)C(O)=O,822.4037859040002,OA,2,,,,,
Alliosterol 1-(4''-galactosylrhamnoside) 16-galactoside,CC(C)CCC(O)C(C)C1C(CC2C3CC=C4CC(O)CC(OC5OC(C)C(OC6OC(CO)C(O)C(O)C6O)C(O)C5O)C4(C)C3CCC12C)OC1OC(CO)C(O)C(O)C1O,904.5031656,Other,,,,,,"C1:2,C16:1"
Basellasaponin D,CC1(C)C(CCC2(C)C1CCC1(C)C2CC=C2C3CC(C)(CCC3(CCC12C)C(=O)OC1OC(CO)C(O)C(O)C1O)C(O)=O)OC1OC(C2OC(O)(C(OCC(O)=O)OC2C1O)C(O)=O)C(O)=O,984.4202238160004,OA,1,,,,1,
Hebevinoside IX,CC(CCC=C(C)C)C1C(O)CC2(C)C3C(O)C=C4C(CCC(OC5OCC(O)C(O)C5O)C4(C)C)C3(C)CCC12C,590.4182541959999,Other,1,,,,,
28-Glucosylpomolate,CC1CCC2(CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC34C)C2C1(C)O)C(=O)OC1OC(CO)C(O)C(O)C1O,634.4080834,OA,,,,,1,
Soyasaponin IV,[H][C@@]1(O[C@@H]2[C@@H](O)[C@H](O)[C@H](O[C@@]2([H])O[C@H]2CC[C@@]3(C)[C@@]([H])(CC[C@]4(C)[C@]3([H])CC=C3[C@]5([H])CC(C)(C)C[C@@H](O)[C@]5(C)CC[C@@]43C)[C@@]2(C)CO)C(O)=O)OC[C@H](O)[C@H](O)[C@H]1O,766.4503421720002,OL,2,,,,,
Capsicoside A1,CC1C2C(CC3C4CCC5CC(OC6OC(CO)C(O)C(O)C6O)C(O)CC5(C)C4CCC23C)OC11CCC(C)CO1,594.3767833,SS,1,,,,,
(20E)-Ginsenoside F4,CC1OC(OC2C(O)C(O)C(CO)OC2OC2CC3(C)C(CC(O)C4C(CCC34C)C(\C)=C\CC=C(C)C)C3(C)CCC(O)C(C)(C)C23)C(O)C(O)C1O,766.4867276800002,PPT,,2,,,,
MSBNK-RIKEN-PR308915,CC1(C)CC(O)C2(C)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(CO)C5CCC43C)C2C1,796.4609069,OL,2,,,,,
Medicoside H,CC1OC(OC2C(O)C(O)COC2OC(=O)C23CCC(C)(C)CC2C2=CCC4C5(C)CC(O)C(OC6OC(CO)C(O)C(O)C6O)C(C)(C5CCC4(C)C2(C)CC3)C(O)=O)C(O)C(O)C1O,942.4824301480002,OA,1,,,,2,
HMDB0040856,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(OC7OCC(O)C(O)C7O)C(OC7OC(CO)C(O)C(O)C7O)C6O)C(O)=O)C(C)(C)C5CCC34C)C2C1)C(O)=O,926.4875155,OA,3,,,,,
Notoginsenoside H,CC(C)(O)\C=C\CC(C)(OC1OC(CO)C(O)C(O)C1O)C1CCC2(C)C1C(O)CC1C3(C)CCC(O)C(C)(C)C3C(CC21C)OC1OC(CO)C(O)C(O)C1OC1OCC(O)C(O)C1O,948.5293803400002,PPT,,2,1,,,
Quillaic acid 3-[rhamnosyl-(1-&gt;3)-[galactosyl-(1-&gt;2)]-glucuronide] 28-[glucosyl-(1-&gt;3)-[xylosyl-(1-&gt;4)]-rhamnosyl-(1-&gt;2)-4-[5-[[5-(arabinosyloxy)-3-hydroxy-6-methyl-1-oxooctyl]oxy]-3-hydroxy-6-methyl-1-oxooctyl]-fucosyl] ester,CCC(C)C(CC(O)CC(=O)OC(CC(O)CC(=O)OC1C(C)OC(OC(=O)C23CCC(C)(C)CC2C2=CCC4C5(C)CCC(OC6OC(C(O)C(OC7OC(C)C(O)C(O)C7O)C6OC6OC(CO)C(O)C(O)C6O)C(O)=O)C(C)(C=O)C5CCC4(C)C2(C)CC3O)C(OC2OC(C)C(OC3OCC(O)C(O)C3O)C(OC3OC(CO)C(O)C(O)C3O)C2O)C1O)C(C)CC)OC1OC(CO)C(O)C1O,2032.9503920039983,OA,3,,,,5,
Asparasaponin II,CC(CCC1(O)OC2CC3C4CC=C5CC(CCC5(C)C4CCC3(C)C2C1C)OC1OC(CO)C(OC2OC(C)C(O)C(O)C2O)C(O)C1O)COC1OC(CO)C(O)C(O)C1O,902.4875155280002,SS,2,,,1,,
Congmunoside XV,CC1(C)CCC2(C(O)CC3(C)C(=CCC4C5(C)CCC(OC6OC(CO)C(O)C(OC7OC(CO)C(O)C(OC8OC(CO)C(O)C(O)C8O)C7O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(C)C5CCC34C)C2C1)C(O)=O,1120.5665536960005,OA,4,,,,,
Medicagenic acid 3-O-beta-D-glucoside,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CC(O)C(OC6OC(CO)C(O)C(O)C6O)C(C)(C5CCC34C)C(O)=O)C2C1)C(O)=O,664.3822626,OA,1,,,,,
"(3b,16b,20R)-Pregn-5-ene-3,16,20-triol 3-glucoside",CC(O)C1C(O)CC2C3CC=C4CC(CCC4(C)C3CCC12C)OC1OC(CO)C(O)C(O)C1O,496.30361836799983,Other,1,,,,,
Araliasaponin I,CC1(C)CCC2(C(O)CC3(C)C(=CCC4C5(C)CCC(OC6OCC(O)C(OC7OC(CO)C(O)C(O)C7O)C6O)C(C)(C)C5CCC34C)C2C1)C(=O)OC1OC(CO)C(O)C(O)C1O,928.5031656,OA,2,,,,1,
